Data;Open;High;Low;Close;Candle
28/09/2021 15:30;110530;110530;110325;110440;79
28/09/2021 15:25;110520;110565;110365;110525;78
28/09/2021 15:20;110380;110565;110365;110520;77
28/09/2021 15:15;110185;110395;110170;110380;76
28/09/2021 15:10;110275;110275;110105;110185;75
28/09/2021 15:05;110385;110445;110230;110270;74
28/09/2021 15:00;110285;110400;110265;110380;73
28/09/2021 14:55;110565;110600;110270;110285;72
28/09/2021 14:50;110625;110665;110530;110565;71
28/09/2021 14:45;110690;110755;110565;110620;70
28/09/2021 14:40;110825;110960;110680;110695;69
28/09/2021 14:35;110745;110875;110695;110830;68
28/09/2021 14:30;110965;110970;110680;110745;67
28/09/2021 14:25;110935;111120;110900;110965;66
28/09/2021 14:20;110935;110970;110715;110930;65
28/09/2021 14:15;110905;111000;110705;110940;64
28/09/2021 14:10;110955;110960;110755;110905;63
28/09/2021 14:05;111010;111045;110805;110955;62
28/09/2021 14:00;111000;111045;110875;111010;61
28/09/2021 13:55;111095;111185;110875;110995;60
