Data	Open	High	Low	Close	Candle
02/03/2022 16:00	33886,14	33891,35	33886,14	33891,35	79
02/03/2022 15:55	33939,16	33939,16	33858,89	33883,05	78
02/03/2022 15:50	33961,77	33982,96	33931,09	33939,9	77
02/03/2022 15:45	33931,19	33978,16	33925,84	33962,33	76
02/03/2022 15:40	33934,38	33959,55	33915,98	33931,15	75
02/03/2022 15:35	33960,56	33968,32	33936,15	33937	74
02/03/2022 15:30	33929,8	33971,41	33921,25	33960,69	73
02/03/2022 15:25	33900,89	33935,71	33892,87	33929,99	72
02/03/2022 15:20	33898,31	33919,6	33860,11	33901,21	71
02/03/2022 15:15	33876,98	33901,44	33853,38	33901,28	70
02/03/2022 15:10	33910,36	33921,8	33865,98	33877,03	69
02/03/2022 15:05	33937,29	33946,67	33898	33910,12	68
02/03/2022 15:00	33887,57	33948,18	33876,81	33937,58	67
02/03/2022 14:55	33893,19	33912,8	33860,63	33887,23	66
02/03/2022 14:50	33947,11	33976,99	33884,29	33889,77	65
02/03/2022 14:45	33984,42	33985,28	33930,09	33947,04	64
02/03/2022 14:40	33955,42	33984,89	33955,2	33984,36	63
02/03/2022 14:35	33937,67	33958,54	33936,63	33955,09	62
02/03/2022 14:30	33932,16	33938,51	33902,4	33937,57	61
02/03/2022 14:25	33942,06	33945,65	33898,97	33933,19	60
02/03/2022 14:20	33986,08	34006,31	33936,32	33941,6	59
02/03/2022 14:15	33987,86	33994,32	33978,57	33986,07	58
02/03/2022 14:10	33997,06	34013,67	33987,55	33987,55	57
02/03/2022 14:05	33996,91	34013,57	33989,99	33996,6	56
02/03/2022 14:00	33974,73	33997,57	33955,48	33997,53	55
02/03/2022 13:55	33972,89	33994,39	33956,65	33974,48	54
02/03/2022 13:50	33942,03	33973,81	33942,03	33973,04	53
02/03/2022 13:45	33978,08	33980,55	33934,95	33941,96	52
02/03/2022 13:40	33995,6	33997,67	33950,99	33978,07	51
02/03/2022 13:35	33988,67	33997,13	33975,71	33995,67	50
02/03/2022 13:30	33942,2	33999,37	33942,2	33988,64	49
02/03/2022 13:25	33923,2	33955,88	33918,64	33943,26	48
02/03/2022 13:20	33937,01	33958,08	33923,92	33923,92	47
02/03/2022 13:15	33955,84	33966,28	33931,08	33937,08	46
02/03/2022 13:10	33957,49	33974,1	33939,4	33956,22	45
02/03/2022 13:05	33964,18	33978,12	33954,25	33957,98	44
02/03/2022 13:00	33917,56	33963,96	33917,56	33963,38	43
02/03/2022 12:55	33918,83	33918,83	33889,4	33916,91	42
02/03/2022 12:50	33915,46	33922,5	33872,59	33918,5	41
02/03/2022 12:45	33920,97	33927,29	33890,8	33915,47	40
02/03/2022 12:40	33927,59	33934,41	33901,66	33920,57	39
02/03/2022 12:35	33911,69	33940,07	33896,89	33927,8	38
02/03/2022 12:30	33890,63	33917,34	33887,93	33912,78	37
02/03/2022 12:25	33859,83	33894,95	33825,01	33889,84	36
02/03/2022 12:20	33897,95	33905,9	33857,74	33859,39	35
02/03/2022 12:15	33887,07	33911,68	33868,86	33899,23	34
02/03/2022 12:10	33870,57	33916,46	33864,89	33886,43	33
02/03/2022 12:05	33864,61	33876,59	33818,81	33870,75	32
02/03/2022 12:00	33861,28	33887,1	33848,47	33864,29	31
02/03/2022 11:55	33835,56	33872,37	33829,44	33861,84	30
02/03/2022 11:50	33815,26	33854,25	33809,35	33836,11	29
